Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
16;1153496;2НДФЛ;Другое;0;0.44;женский;0;0;высшее;специалист;>250;3;130;33;Торговля;ООО;женат / замужем;3;3;3;2;2;0;0;1;0;0;0.2857142857;2;5;135;7;2;0;4;76;0;0;0;0;0;0;0
16;1153516;Поступление зарплаты на счет;Ремонт;1;0.35;мужской;0;0;высшее;вспомогательный персонал;>250;0;190;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153536;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;мужской;0;0;незаконченное высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153556;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;женский;2;0;высшее;специалист;>250;0;27;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153576;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;83;49;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153596;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153616;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.32;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153636;2НДФЛ;Ремонт;1;0.59;мужской;0;0;среднее-специальное;рабочий;>250;1;85;37;Другое;ОАО;повторный брак;0;0;0;0;0;0.0619469027;0;3;0;0;0.3125;5;11;106;16;3;0;3;65;1;0;0;0;0;0;0
16;1153656;Форма банка (без печати работодателя);Ремонт;1;0.58;мужской;3;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;157;42;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153676;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;вспомогательный персонал;< 50;0;163;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153696;2НДФЛ;Ремонт;1;0.19;женский;1;0;высшее;специалист;< 50;0;88;37;Торговля;ООО;женат / замужем;2;2;2;2;2;0.2608695652;1;0;0;0;0.3333333333;3;6;136;9;1;0;20;95;1;1;1;1;1;1;0
16;1153716;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;0;0;высшее;менеджер высшего звена;< 50;0;272;53;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153736;Форма банка (без печати работодателя);Ремонт;0;0.58;мужской;0;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153756;Поступление зарплаты на счет;Ремонт;0;0.45;мужской;0;0;второе высшее;менеджер по продажам;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153776;Поступление зарплаты на счет;Ремонт;1;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;22;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153796;Поступление зарплаты на счет;Другое;1;0.25;мужской;1;0;среднее-специальное;специалист;>250;0;100;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0735294118;1;0;0;0;0.2;1;4;63;5;1;2;8;100;1;0;0;0;0;0;0
16;1153816;Свободная форма с печатью работодателя;Ремонт;1;0.42;мужской;2;0;высшее;специалист;>250;0;225;42;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153836;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153856;2НДФЛ;Ремонт;1;0.51;мужской;0;0;высшее;специалист;>250;0;58;26;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153876;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.42;мужской;0;0;среднее;вспомогательный персонал;>250;0;31;58;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153896;Форма банка (без печати работодателя);Отпуск;0;0.23;женский;0;0;высшее;специалист;>250;0;11;49;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153916;2НДФЛ;Ремонт;0;0.45;мужской;0;0;высшее;вспомогательный персонал;>250;3;33;46;Торговля;ООО;разведен / разведена;2;1;0;0;0;0.0081300813;0;0;0;0;0.6666666667;4;2;122;6;3;0;6;54;1;0;0;0;0;0;0
16;1153936;2НДФЛ;Ремонт;0;0.24;женский;1;0;высшее;вспомогательный персонал;>250;0;144;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153956;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.48;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153976;2НДФЛ;Ремонт;1;0.59;женский;2;0;второе высшее;специалист;< 50;0;13;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1153996;2НДФЛ;Ремонт;1;0.42;мужской;0;0;высшее;менеджер среднего звена;>250;0;7;26;Торговля;ЗАО;гражданский брак;2;1;0;0;0;0;0;1;1;1;1;1;0;2;1;1;0;1;1;0;0;0;0;0;0;0
16;1154016;Форма банка (без печати работодателя);Другое;1;0.57;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;77;56;Другое;ООО;холост / не замужем;0;0;0;0;0;0.025862069;0;0;0;0;0.3333333333;2;4;113;6;1;1;24;54;1;0;0;0;0;0;0
16;1154036;2НДФЛ;Покупка мебели;0;0.45;женский;1;0;второе высшее;менеджер среднего звена;>250;3;159;43;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0076923077;0;0;0;0;0.4444444444;4;5;129;9;2;0;10;47;1;0;0;0;0;0;0
16;1154056;2НДФЛ;Другое;0;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;314;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154076;Поступление зарплаты на счет;Ремонт;0;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;20;28;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;1;0;0;0.25;2;6;77;8;1;0;4;64;0;0;0;0;0;0;0
16;1154096;2НДФЛ;Отпуск;1;0.37;мужской;0;0;высшее;специалист;>250;3;54;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154116;Форма банка (без печати работодателя);Покупка автомобиля;1;0.54;мужской;0;0;высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154136;2НДФЛ;Ремонт;1;0.52;мужской;0;0;высшее;специалист;>250;1;72;32;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;1;1;0;0.5555555556;5;4;90;9;4;1;2;67;0;0;0;0;0;0;0
16;1154156;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154176;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154196;Форма банка (без печати работодателя);Ремонт;1;0.55;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;137;51;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;1;1;0;0;0.5714285714;4;3;98;7;2;0;3;53;0;0;0;0;0;0;0
16;1154216;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;торговый представитель;>250;0;16;29;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0588235294;1;1;0;0;0.4;2;3;16;5;1;0;3;57;1;0;0;0;0;0;0
16;1154236;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;высшее;менеджер среднего звена;< 50;0;57;48;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154256;2НДФЛ;Ремонт;1;0.07;мужской;1;0;высшее;менеджер среднего звена;>250;3;17;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154276;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;67;36;Торговля;ООО;разведен / разведена;2;2;2;2;2;0.0093457944;1;0;0;0;0.2;2;8;212;10;1;1;30;66;1;0;0;0;0;0;0
16;1154296;Поступление зарплаты на счет;Покупка автомобиля;0;0.23;мужской;0;0;высшее;менеджер среднего звена;>250;0;46;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154316;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;3;0;среднее-специальное;вспомогательный персонал;>250;0;21;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154336;Поступление зарплаты на счет;Покупка автомобиля;0;0.34;женский;0;0;высшее;специалист;>250;0;6;26;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
16;1154356;2НДФЛ;Обучение;1;0.44;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;353;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154376;2НДФЛ;Покупка недвижимости/ строительство;0;0.31;мужской;0;0;высшее;рабочий;>250;1;37;29;Торговля;ООО;женат / замужем;3;3;3;0;0;0;0;0;0;0;0.25;1;3;79;4;1;1;6;62;0;0;0;0;0;0;0
16;1154396;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.52;мужской;0;0;высшее;вспомогательный персонал;>250;0;35;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154416;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;2;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;125;40;Торговля;Иная форма;женат / замужем;4;2;2;2;0;0.0155440415;1;1;1;0;0.5555555556;5;4;190;9;3;1;2;106;1;0;0;0;0;0;0
16;1154436;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;100;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154456;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.29;женский;2;0;среднее-специальное;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154476;2НДФЛ;Покупка автомобиля;0;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;35;32;Торговля;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
16;1154496;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.57;женский;1;0;высшее;менеджер среднего звена;>250;3;22;33;Торговля;ООО;женат / замужем;4;3;2;2;2;0.0620155039;0;1;0;0;0.5;4;4;121;8;4;0;3;75;1;1;1;1;0;0;0
16;1154516;Поступление зарплаты на счет;Отпуск;1;0.38;женский;0;0;высшее;специалист;>250;0;14;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154536;Поступление зарплаты на счет;Обучение;1;0.49;женский;1;0;высшее;рабочий;>250;0;59;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154556;2НДФЛ;Ремонт;0;0.23;мужской;0;0;высшее;менеджер среднего звена;>250;1;126;44;Торговля;ОАО;повторный брак;0;0;0;0;0;0.0222222222;0;0;0;0;0.6;3;2;88;5;1;1;7;35;1;0;0;0;0;0;0
16;1154576;Форма банка (без печати работодателя);Другое;1;0.22;женский;1;0;высшее;менеджер среднего звена;< 50;0;72;40;Торговля;ООО;разведен / разведена;1;1;0;0;0;0;0;0;0;0;0;0;4;39;4;0;1;29;49;0;0;0;0;0;0;0
16;1154596;Поступление зарплаты на счет;Ремонт;1;0.46;женский;0;0;высшее;специалист;>250;1;42;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154616;2НДФЛ;Ремонт;0;0.56;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;98;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154636;2НДФЛ;Другое;0;0.58;мужской;0;0;высшее;вспомогательный персонал;>250;0;148;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154656;Поступление зарплаты на счет;Ремонт;1;0.51;женский;2;0;высшее;специалист;>250;0;7;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154676;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.42;мужской;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154696;Форма банка (без печати работодателя);Ремонт;1;0.55;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154716;Свободная форма с печатью работодателя;Ремонт;1;0.45;женский;0;0;высшее;менеджер среднего звена;< 50;0;89;39;Торговля;ООО;женат / замужем;2;0;0;0;0;0;0;0;0;0;0.3636363636;4;7;106;11;2;4;7;76;0;0;0;0;0;0;0
16;1154736;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;второе высшее;торговый представитель;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154756;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.48;мужской;0;0;высшее;специалист;>250;0;67;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154776;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.35;женский;1;0;высшее;менеджер по продажам;>250;1;15;38;Торговля;ООО;холост / не замужем;2;2;2;2;2;0;0;1;0;0;0.3333333333;2;4;93;6;1;2;3;61;0;0;0;0;0;0;0
16;1154796;Форма банка (без печати работодателя);Покупка автомобиля;1;0.12;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;76;26;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0.2535211268;0;0;0;0;0.125;1;7;53;8;1;2;9;35;1;0;0;0;0;0;0
16;1154816;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.46;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154836;2НДФЛ;Ремонт;1;0.53;женский;0;0;высшее;специалист;>250;1;407;50;Другое;Государственное предприятие;холост / не замужем;6;4;1;1;1;0.0280898876;0;1;1;1;0.25;4;12;173;16;2;2;1;81;1;0;0;0;0;0;0
16;1154856;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.42;женский;0;0;высшее;специалист;< 50;1;16;39;Торговля;ООО;холост / не замужем;5;5;5;5;5;0;0;2;0;0;0.5;5;5;68;10;2;0;3;54;0;0;0;0;0;0;0
16;1154876;Форма банка (без печати работодателя);Ремонт;1;0.42;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;17;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154896;2НДФЛ;Ремонт;1;0.32;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154916;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.38;мужской;1;0;высшее;специалист;< 50;0;167;33;Информационные технологии;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0.5;1;1;127;2;0;1;64;69;0;0;0;0;0;0;0
16;1154936;2НДФЛ;Ремонт;1;0.35;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154956;2НДФЛ;Ремонт;1;0.3;мужской;0;0;среднее-специальное;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154976;2НДФЛ;Покупка мебели;0;0.44;женский;1;0;среднее-специальное;специалист;>250;0;145;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1154996;;Покупка недвижимости/ строительство;0;;женский;0;0;второе высшее;другое;;1;50;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155016;2НДФЛ;Покупка бытовой техники;0;0.59;мужской;0;1;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;103;42;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155036;Поступление зарплаты на счет;Ремонт;1;0.24;женский;0;0;высшее;вспомогательный персонал;< 50;1;39;29;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;28;2;1;1;12;14;0;0;0;0;0;0;0
16;1155056;2НДФЛ;Покупка недвижимости/ строительство;1;0.43;женский;1;0;высшее;вспомогательный персонал;>250;1;85;39;Торговля;ООО;женат / замужем;2;2;2;1;1;0.0247933884;0;0;0;0;0.2222222222;2;7;118;9;1;2;17;92;1;0;0;0;0;0;0
16;1155076;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;>250;0;9;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155096;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.41;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155116;2НДФЛ;Покупка автомобиля;1;0.31;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155136;2НДФЛ;Ремонт;0;0.58;женский;0;0;высшее;специалист;>250;0;49;29;Информационные технологии;ЗАО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.5;2;2;51;4;2;0;9;33;0;0;0;0;0;0;0
16;1155156;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;высшее;торговый представитель;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155176;Форма банка (без печати работодателя);Ремонт;1;0.24;женский;0;0;высшее;специалист;>250;0;238;46;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155196;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.39;женский;1;0;высшее;менеджер среднего звена;< 50;0;21;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155216;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;66;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155236;2НДФЛ;Ремонт;1;0.34;женский;0;0;высшее;специалист;>250;3;59;25;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155256;Свободная форма с печатью работодателя;Ремонт;1;0.35;женский;0;0;высшее;специалист;>250;3;12;25;Торговля;ООО;женат / замужем;3;3;3;3;3;0;0;0;0;0;1;1;0;13;1;1;0;12;12;0;0;0;0;0;0;0
16;1155276;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;2;0;незаконченное высшее;специалист;>250;3;154;36;Другое;ОАО;женат / замужем;1;1;0;0;0;0.1732026144;1;0;0;0;0.1111111111;2;16;253;18;0;0;13;94;1;1;1;1;0;0;0
16;1155296;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155316;2НДФЛ;Покупка недвижимости/ строительство;1;0.42;женский;1;0;высшее;специалист;>250;0;9;30;Торговля;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
16;1155336;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;1;79;45;Другое;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.3333333333;2;4;71;6;1;0;10;81;0;0;0;0;0;0;0
16;1155356;Поступление зарплаты на счет;Ремонт;0;0.26;мужской;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155376;Поступление зарплаты на счет;Ремонт;1;0.13;мужской;1;0;высшее;менеджер среднего звена;>250;0;31;32;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
16;1155396;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.23;мужской;0;0;высшее;вспомогательный персонал;>250;0;53;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155416;Форма банка (без печати работодателя);Покупка мебели;1;0.34;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;76;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155436;Форма банка (без печати работодателя);Покупка автомобиля;1;0.24;мужской;0;0;среднее-специальное;специалист;>250;0;16;33;Другое;Государственное предприятие;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
16;1155456;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>250;0;14;23;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0.08;0;2;1;0;1;4;0;23;4;2;0;2;10;1;0;0;0;0;0;0
16;1155476;2НДФЛ;Покупка мебели;1;0.31;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;14;26;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
16;1155496;2НДФЛ;Лечение;1;0.39;женский;0;0;среднее;рабочий;>250;3;72;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155516;2НДФЛ;Покупка автомобиля;0;0.31;женский;0;0;высшее;специалист;>250;1;12;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155536;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.41;женский;0;0;высшее;специалист;>250;0;63;34;Торговля;ООО;женат / замужем;3;2;0;0;0;0;0;3;0;0;0.4615384615;6;7;91;13;4;1;4;58;0;0;0;0;0;0;0
16;1155556;2НДФЛ;Ремонт;1;0.57;мужской;0;0;высшее;вспомогательный персонал;>250;3;61;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155576;2НДФЛ;Ремонт;1;0.36;мужской;1;0;высшее;специалист;>250;0;28;35;Торговля;ЗАО;женат / замужем;1;0;0;0;0;0.025974026;0;0;0;0;0.5;1;1;75;2;0;1;42;44;1;0;0;0;0;0;0
16;1155596;2НДФЛ;Покупка недвижимости/ строительство;1;0.47;мужской;1;0;среднее-специальное;рабочий;>250;1;55;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155616;Поступление зарплаты на счет;Ремонт;1;0.57;мужской;0;0;среднее-специальное;рабочий;>250;0;53;32;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.6666666667;2;1;43;3;2;0;4;35;0;0;0;0;0;0;0
16;1155636;Форма банка (без печати работодателя);Ремонт;1;0.2;женский;1;0;высшее;вспомогательный персонал;< 50;0;6;38;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0294117647;0;0;0;0;0;0;5;33;5;0;0;11;20;1;0;0;0;0;0;0
16;1155656;2НДФЛ;Покупка автомобиля;1;0.26;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155676;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;1;0;высшее;менеджер среднего звена;< 50;0;53;30;Юридические услуги;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.5;2;2;104;4;0;0;12;68;0;0;0;0;0;0;0
16;1155696;Поступление зарплаты на счет;Обучение;0;0.59;женский;2;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;80;42;Другое;ООО;женат / замужем;1;1;0;0;0;0.0056818182;0;0;0;0;0.5;3;3;175;6;1;2;11;110;1;0;0;0;0;0;0
16;1155716;2НДФЛ;Покупка автомобиля;1;0.49;женский;0;0;высшее;специалист;>250;0;16;29;Торговля;ООО;холост / не замужем;1;1;1;1;0;0;0;2;2;1;0.4545454545;5;6;109;11;2;1;-1;97;0;0;0;0;0;0;0
16;1155736;Свободная форма с печатью работодателя;Ремонт;1;0.25;женский;0;0;высшее;менеджер среднего звена;>250;3;22;35;Торговля;ООО;разведен / разведена;5;3;3;1;1;0.1052631579;0;0;0;0;0.1111111111;1;8;51;9;0;0;8;82;1;0;0;0;0;0;0
16;1155756;Поступление зарплаты на счет;Покупка автомобиля;1;0.36;женский;1;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155776;;Ремонт;0;;женский;0;0;Высшее/Второе высшее/Ученая степень;другое;;0;78;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155796;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;0;0;высшее;рабочий;>250;0;66;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155816;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;189;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155836;2НДФЛ;Покупка автомобиля;0;0.31;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;300;49;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0.0333333333;0;0;0;0;0.4;2;3;29;5;1;0;7;83;1;0;0;0;0;0;0
16;1155856;Форма банка (без печати работодателя);Ремонт;0;0.42;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;14;23;Торговля;ООО;гражданский брак;2;1;0;0;0;0;0;1;0;0;0.6666666667;2;1;63;3;1;1;4;32;0;0;0;0;0;0;0
16;1155876;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;1;0;высшее;менеджер среднего звена;< 50;1;8;28;Торговля;ООО;женат / замужем;7;6;6;2;2;0;0;2;1;1;0.5;3;3;59;6;3;0;0;34;0;0;0;0;0;0;0
16;1155896;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.32;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;58;30;Торговля;ООО;холост / не замужем;2;1;0;0;0;0.0181818182;0;1;1;0;0.5;4;4;108;8;2;1;2;79;1;0;0;0;0;0;0
16;1155916;Поступление зарплаты на счет;Покупка автомобиля;0;0.23;женский;0;0;второе высшее;специалист;>250;0;25;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1155936;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;< 50;0;22;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
