applied	avrg	beds	develop	doctors	grants	index	inn_activity	nurses	tech_innovations
52287.0	10.5	0.63914236761965112	0.0	0.18583467159361288	111500.0	0.24039006392407808	14.130434782608696	0.31097767298468744	14195.5991
53821.2	10.6	0.73086435888363472	18381.3	0.26311116919810856	75392.4	0.18554806357626068	17.09741550695825	0.32802912107541964	12725.1162
34420.6	11.4	1.4293578128033234	0.0	0.317782806753483	31028.7	-0.01443819594666375	8.5470085470085457	0.38094047755176936	9316.6546
0.0	11.6	0.9131003994345112	0.0	3.070275187627928	0.0	0.41632012055324976	2.6086956521739132	4.3211280418467136	26.8585
1860.0	11.9	0.69744734272562416	0.0	0.43608812797791664	32322.0	-0.02430709268916478	13.006134969325152	0.52125011930020336	7249.7788
0.0	12.6	1.2591960662714888	0.0	0.67366989545524664	2809.4	-0.218828564474198	5.8315334773218136	0.5855261708162424	685.3478
116199.6	11.0	1.0322656122646918	1067.0	0.22236721730868565	99935.6	-0.5141235083433472	15.39568345323741	0.18666803155119844	4338.4300999999992
253248.8	10.9	0.28570945586396036	0.0	0.11452187355880412	263445.3	0.34599605970192676	13.192818110850902	0.17142567351837622	19588.4335
29563.1	12.1	1.6235562088689144	11825.2	0.46239517517296048	71843.7	0.083566581046972208	14.177978883861238	0.6255466569465524	4717.1647999999992
56898.1	11.3	0.79802688572744752	5482.9	0.095071795050562352	110246.2	-0.20002604545973184	16.637010676156582	0.10774803439063733	28327.0283
66577.4	11.5	1.14280139644756	7755.2	0.15574153177196934	211262.5	0.12520082464897808	11.1284046692607	0.22925710940929712	61568.1521
0.0	11.9	1.0026704456201684	1300.0	0.7937807694493	28850.0	-0.01372367027649658	17.6056338028169	1.1380309557788911	2826.0298
300080.0	12.7	0.58467858130248016	0.0	0.1937791869459648	170660.3	-0.086730835363134624	8.7308003233629744	0.15619270671937684	26776.2569
144388.0	12.0	0.91311820517734896	509102.6	0.11686666448515561	1295871.0	0.26249064126445252	18.114754098360656	0.14834275278649084	95618.0953
7951.3	10.8	0.91308259369167344	0.0	0.51428034321163376	47735.9	0.04969381230272012	11.648351648351648	0.60558860258080096	6516.2708
67686.4	9.9	0.66409412615810248	2758.0	0.066409412615810248	83989.1	0.66737641690065976	8.894117647058824	0.06552630872464256	11575.5286
1629581.1	11.8	1.3128687343895954	8148.4	0.12436402512202754	210109.4	0.051967836007695648	12.422360248447204	0.1372207434249012	29251.8426
3724.1	10.2	0.75676261996264112	8820.0	0.6369418718018896	63509.9	-0.412858124547854	16.414686825053994	0.71640194689796688	2681.1917999999996
0.0	12.2	0.84379892172424848	0.0	0.34446850098625208	83180.4	0.27585411240232008	7.1111111111111112	0.603564405186286	702.9638
78523.1	11.3	0.1937629013798502	39562.7	0.29904074446290212	120734.0	0.47792337203648184	18.151815181518152	0.38494229740796912	20703.1634
193219.1	10.7	1.2028096041861748	0.0	0.32903304048398676	29703.1	0.16009338485240576	16.619318181818184	0.26243118636789268	10401.3478
47864.0	10.3	0.5809277545334956	0.0	0.092625703083951808	26936.8	-0.25664242271459565	2.2400000000000004	0.13522707174974147	672.4478
7048.3	12.1	1.453921590008651	0.0	0.47010131410279704	30380.8	0.043296470831796968	10.608695652173914	0.5815686360034604	8112.2952
434.0	12.1	0.40625428471315904	0.0	0.34836304914153392	40429.8	-0.47233870237695904	6.8047337278106496	0.56367782003950816	4263.9885999999992
498214.8	10.3	0.643828173706272	330379.6	0.160957043426568	2398521.3	-0.1428998118861634	10.161021654636311	0.18671017037481892	8121.5819
0.0	10.8	1.994458473840376	0.0	1.1966750843042254	6838.5	-0.80619630063434976	1.98019801980198	1.1690595054356666	21.5878
131747.9	10.9	0.28934138666859564	25.2	0.32447569790692512	87809.0	-0.37788785461030696	9.5287958115183248	0.3740770784786844	50311.2652
318.2	11.8	0.40747803693380929	4.5	0.23837465160627844	26526.7	0.085077397324946912	15.360501567398122	0.33549025040883624	18717.7371
15769.1	11.4	0.7245408575176288	23.0	0.50247378949923872	8810.0	-0.38679652691417048	5.555555555555556	0.71042642522832448	1106.7365
0.0	9.9	3.3843222950635964	0.0	1.0130554154759904	48941.8	0.2027744279154952	12.605042016806722	0.8472012102874432	83.310899999999984
941.3	11.0	0.50153008470007241	0.0	0.40038818428555792	57751.7	-0.096408213313977793	8.2432432432432432	0.58929784952258512	2164.5777000000004
0.0	12.0	2.2625998529310096	0.0	3.5195997712260144	0.0	-0.5610154351344524	7.2463768115942032	4.1418147307820432	77.9977
0.0	12.8	1.4520971555257406	0.0	0.6994608833659204	2820.0	0.66138349294077176	5.9829059829059824	0.69128005432070472	54505.6784
432534.2	12.3	1.0664381706968754	27273.7	0.3254954764474812	918343.0	-0.20166940812748244	17.94871794871795	0.34589690232168224	16336.8709
37011.1	10.5	0.6581897943845696	11336.4	0.25511232340487193	59495.3	-0.28225602873339092	5.4435483870967736	0.2780724325113104	17131.174199999996
0.0	11.3	0.79891485028077969	0.0	0.42866506482807441	30174.1	-0.01242390136226238	8.203125	0.44069173999359144	975.0688
0.0	9.3	1.3216717376168214	0.0	0.21460133883984472	10325.0	-0.27677796680515352	0.17889087656529518	0.26433434752336428	13.1687
3138642.0	10.6	2.6229011921215768	57110.8	0.092562071772890144	4495169.5	1.5318591695671622	28.291457286432156	0.11241005109092472	94160.1079
1533.9	11.1	2.0620948305860212	0.0	0.71314112891099912	115762.0	-0.47963685577108992	6.4516129032258064	0.69166097442572816	12.896000000000002
35857.5	12.8	4.2635064217368216	0.0	0.68704912401236688	23407.8	-0.25227591274399452	8.5657370517928288	0.88121518079847072	2924.4673
68956.1	12.1	0.64987110889673552	16.5	0.58969785807296376	4400.0	-0.69011657190765952	10.73943661971831	0.640243388764932	820.7933
73562.0	11.1	1.3495373785866204	13959.4	0.61448935304977464	27209.4	-0.13944313559041558	16.393442622950818	0.73144925919394832	3752.3626
40697.3	11.3	0.59960545960757816	0.0	0.460696861465156	70950.3	-0.16999651619743656	8.1339712918660288	0.35176853630311256	154.704
600.0	11.2	0.48617638479240272	0.0	0.28684406702751756	96815.7	-0.29862722800917476	12.295081967213118	0.55829254853660912	8328.0949999999984
480216.6	11.6	0.48581700130884816	0.0	0.15824774380869096	39247.0	-0.082536696782372672	7.936507936507936	0.1925407086069626	6081.7622
0.0	13.2	2.4166263895601736	0.0	2.501919085662298	417.6	0.16615169946997972	10.32608695652174	2.4663804622864128	214.9813
0.0	12.0	1.3895573501899276	0.0	0.65940812436285648	17898.1	-0.18347581457270776	6.25	0.67077722995531936	997.5526
470.0	10.2	0.9469285976382024	14865.1	0.3022280440795262	11616.7	-0.2003844702229076	12.296564195298372	0.35904375993781836	4932.3202999999992
0.0	13.9	1.1646839573808083	0.0	9.5447723861930976	0.0	-0.03761457266348964	12.5	9.3046523261630816	32.1619
