applied	avrg	beds	develop	doctors	grants	index	inn_activity	nurses	tech_innovations
44758.0	11.3	0.25101714237901496	0.0	0.22434657100124464	187574.7	-0.16577704671099412	7.2378138847858192	0.17571199966531046	602.1242
16033.5	11.3	1.4831557995841232	0.0	0.66939765087896752	78348.0	-0.19130203667165952	10.993657505285412	0.80683675497376288	5797.3308
1187.5	11.4	2.3637444577355332	0.0	0.48134432593887216	4771.0	-0.22051886787091921	9.5890410958904096	0.55297294587025192	36.1252
0.0	10.5	1.9111840900295121	0.0	0.8504769200631328	5945.0	-0.27905819273560593	13.370473537604456	1.148303107426065	686.4172
47346.8	11.9	0.75888908124619072	0.0	0.36600587980936072	60051.7	-0.039870774454520304	15.604026845637584	0.49248739335039248	2023.5749
73700.8	12.4	0.52651170725106656	19348.6	0.22640003411795865	137045.0	0.11106172913871933	9.6698113207547169	0.24693399070075021	3737.1917
27503.4	11.4	0.86642331173807616	0.0	0.48891029733791441	75569.8	-0.034394315610506092	8.5889570552147232	0.58483573542320152	8452.3285
4173.6	10.9	1.3074288105012683	0.0	0.68640012551316584	3250.0	-0.20326847954218088	8.1730769230769232	0.64717726119812776	343.59990000000008
0.0	10.5	1.051061440672399	75939.5	0.41954869173506592	15107.1	-0.096665832280304368	23.579545454545456	0.55093137181911585	10461.4912
177033.1	11.5	2.1926384963301312	92708.0	0.19925802393657032	103426.7	-0.14464370657442282	7.992007992007992	0.24567153955231764	7127.13
104.2	10.1	1.438674177666919	38.8	0.74736320917762016	10478.0	-0.38733188788899024	7.3529411764705888	0.6819689283745784	243.048
22545.2	12.9	0.63923223946492	6000.0	0.72979014005578352	23535.0	0.086871190720339569	10.759493670886076	0.83313268543594576	2984.6765
242456.1	10.9	0.57961740614255336	39910.9	0.10131712259371836	596241.7	0.25767669908608472	16.666666666666666	0.14838205597249368	39781.186700000008
9597.9	10.5	0.92999642484980944	0.0	0.37047398563689136	27427.7	-0.27608038953198432	20.852359208523592	0.53817825897046329	10075.2074
199016.1	10.3	0.19227032284494449	39255.3	0.09921148658799136	905645.2	0.42444468678071864	21.531966224366708	0.15125265397135634	126908.4087
0.0	11.4	3.3101500233549476	0.0	1.3387717872235566	0.0	-0.32333631467485664	5.6338028169014088	1.8757516799011368	18.1543
0.0	11.3	0.66875363923047216	0.0	0.3943340424427956	11255.2	-0.41675357067045376	10.256410256410256	0.3205405374242608	326.0335
501209.7	10.4	0.55113301019390424	3257.3	0.20153371268284556	368369.0	-0.2080331757677342	11.15771812080537	0.2393726954722778	6596.9321
63494.7	11.1	1.6381531946262506	0.0	0.33521468149296432	35669.9	-0.0022992843970540504	13.285024154589372	0.27454234095125136	12785.642
29475.5	11.7	0.96683835648424736	0.0	0.33565708979830476	12088.9	-0.12777388429833397	7.5043630017452016	0.33839342476948664	4224.1242999999992
0.0	9.6	1.3665931743226254	0.0	1.9177857546327508	1524.0	-0.73352233033308816	6.5693430656934312	1.5305843552413406	28.4962
908.7	10.8	1.0076961771447952	0.0	0.45387291230749312	25516.6	-0.39168255175930384	30.4	0.54481134780592585	6139.9587
1142301.4	10.6	1.7017090993040782	90646.5	0.05022723244679216	1436083.7	1.0196400345717152	14.06296851574213	0.071809246388773176	136922.61080000004
36268.0	9.8	0.98164005876751824	0.0	0.23166705386913428	34090.9	-0.041037718768922041	20.523138832997992	0.29318316421856536	9174.0951
12202.1	10.8	0.79213881440583648	0.0	0.52479196454386672	18264.6	-0.02190639408122162	10.422535211267606	0.6218289693085816	1787.1148999999996
12305230.8	7.6	2.0068509685428088	1663919.0	0.024907724786878828	13163775.6	3.1550411218729344	33.759318423855168	0.031470712587865952	249579.3684
16856.7	10.9	1.544347028014455	0.0	0.78099835416731024	13819.2	-0.37972746158527976	8.785529715762272	0.8015896478741696	905.3199
95278.3	12.7	0.83644185885137408	23226.0	0.20479697530621088	148499.7	-0.10144857531031196	6.254709871891484	0.22017550275594464	2225.3737
146938.6	10.8	0.31433838841851644	7848.0	0.1423952899535879	257414.5	0.2532990289827998	8.3333333333333328	0.1741434671838581	42523.645900000008
245183.6	11.1	1.6967175042130034	10879.1	0.21343324261140948	310294.9	0.15876572536767334	10.639827462257368	0.2602657167095964	36915.1645
0.0	8.9	1.3937920502083718	0.0	0.53959663658066968	0.0	-0.38163003343312944	10.526315789473683	0.5157030585770976	345.30105000000008
1398.1	10.9	1.50959322143947	0.0	0.63467844041164824	73164.0	-0.15977309858548162	9.1803278688524592	0.4463850923611336	901.3553
0.0	11.9	2.2302298092516308	0.0	1.268044948688784	33918.4	0.12250977491390576	15.517241379310344	1.0609521806868468	344.9434
21364.2	10.3	0.9761290405756584	0.0	0.78274498536727312	0.0	0.66555888630118312	8.59375	1.097684732420929	2793.5513999999996
1901.8	12.7	0.54272905879926624	0.0	0.49750163723266072	13302.4	0.097620582692620624	8.9184060721062608	0.67931587193041488	2928.5211
34437.3	10.6	1.156217574986401	0.0	0.26898533221186216	26748.7	0.83483890001531552	7.8632478632478624	0.3600449546978378	61623.1407
